student_name,current_grade,read_eqao_03,write_eqao_03,math_eqao_03,read_eqao_06,write_eqao_06,math_eqao_06,Mathematics_07,Reading_07,Writing_07,Mathematics_08,Reading_08,Writing_08,math_eqao_09,Language_09,Mathematics_09,Language_10,Mathematics_10,Language_11,Mathematics_11,EQAO_Math_Program
Susanna Seaman,8,1,5,1,5,0,2,65,33,66,5,57,84,5,98,34,59,10,88,6,Applied
Susan Lucchese,11,2,4,3,3,4,3,90,24,67,72,53,71,3,14,73,38,79,62,21,Applied
Thelma Hildebrand,10,5,1,3,4,3,3,7,74,81,82,1,80,4,94,42,3,78,94,29,Applied
Andrew Price,10,2,3,2,0,2,1,23,34,84,56,85,26,0,7,83,78,23,14,39,Applied
Nicole Jeffers,8,1,1,5,1,3,5,26,51,53,32,60,8,1,79,65,34,0,13,23,Applied
Julissa Munoz,9,3,0,3,0,5,4,97,5,63,26,62,82,0,6,84,97,58,17,46,Applied
Ray Carter,10,2,0,4,1,0,0,64,36,74,88,0,70,1,4,91,27,14,37,8,Applied
Jennifer Forti,12,2,3,1,0,3,5,81,40,92,2,54,18,0,40,74,86,67,44,77,Applied
Gerald Palen,12,3,2,2,2,2,0,56,68,74,9,52,61,2,77,17,26,68,1,67,Applied
Daniel Averitt,9,3,3,4,2,3,5,71,74,9,20,45,60,2,80,3,13,92,8,21,Applied
Louis Reid,10,2,5,3,2,0,4,86,53,62,96,67,55,2,76,71,30,67,71,19,Applied
Amy Vargas,9,1,4,3,0,2,1,46,46,53,94,50,34,0,65,59,37,96,36,22,Applied
Allen Takacs,9,3,3,4,1,1,2,17,75,24,62,10,83,1,92,80,19,88,40,66,Applied
Miriam Bui,10,5,4,5,3,4,0,70,77,36,82,93,69,3,93,24,60,55,70,39,Applied
David Holt,12,0,1,4,2,3,0,68,68,11,15,39,78,2,61,94,12,75,64,85,Applied
Brian Karalis,9,4,3,1,2,3,4,93,30,12,18,85,90,2,9,9,74,51,81,99,Applied
Bridget Powell,8,4,0,5,4,5,3,38,59,91,36,54,28,4,78,89,52,18,99,50,Applied
Lucinda Mckouen,11,2,4,4,0,4,1,48,73,54,42,3,10,0,12,56,7,99,26,84,Applied
Amanda Barber,9,3,1,3,3,1,2,91,48,40,68,68,44,3,18,68,75,94,70,96,Applied
Matilda Forrest,8,3,5,1,1,0,3,23,39,55,98,50,97,1,43,25,75,35,68,7,Applied
Della Corbett,8,2,1,0,5,2,4,47,36,27,5,98,65,5,36,6,63,71,38,53,Applied
Gaston Bertram,8,3,1,4,1,0,2,66,51,22,30,20,49,1,74,73,98,41,59,38,Applied
Louis Clayton,10,1,0,2,1,4,4,19,44,46,7,1,4,1,29,26,99,25,25,95,Applied
Michael Hanchett,12,1,5,2,4,1,4,86,35,7,0,94,40,4,38,94,63,59,24,53,Applied
Racquel Dial,11,0,5,2,4,5,1,80,87,73,11,4,10,4,5,19,56,14,73,94,Applied
Cindy Hopkins,8,2,0,5,5,3,5,36,56,8,59,72,46,5,2,0,16,5,17,56,Applied
Jessie Evans,9,2,0,1,3,3,2,83,38,56,10,16,68,3,21,99,90,15,24,47,Applied
Beverly Landaker,10,5,1,3,1,3,3,82,92,92,85,74,83,1,48,77,31,99,44,22,Applied
Renee Morin,10,0,2,1,2,0,3,58,5,41,20,35,16,2,15,99,78,35,32,56,Applied
Steven Balke,10,2,4,1,5,1,4,96,98,48,43,37,17,5,88,67,72,8,15,27,Applied
Rachel Lewis,9,1,5,1,3,2,5,95,0,45,5,60,89,3,90,80,20,65,0,60,Applied
Berna Collins,8,1,0,2,5,0,5,15,14,78,49,53,22,5,92,49,4,37,36,58,Applied
Jessica Saavedra,10,4,3,3,4,1,1,47,24,65,82,65,50,4,29,16,94,71,78,67,Applied
Delia Nichols,10,0,4,3,3,0,5,82,51,30,18,9,57,3,50,40,31,29,55,63,Applied
Thomas Summy,10,5,2,3,0,3,0,89,3,89,43,71,66,0,36,23,11,16,54,85,Applied
Corey Pendergast,10,1,1,4,0,0,3,74,13,94,9,96,47,0,6,88,15,97,54,43,Applied
Matthew Papageorge,11,5,5,2,4,2,2,1,82,41,59,46,96,4,45,72,86,71,90,76,Applied
Joshua Wang,12,2,2,5,5,1,3,14,49,41,1,85,88,5,96,77,85,59,5,24,Applied
Dorothea Walker,12,4,5,4,2,5,5,10,45,53,38,17,61,2,79,9,48,35,24,90,Applied
Jacklyn Long,11,4,3,2,2,5,0,64,84,84,70,33,13,2,0,38,76,65,27,90,Applied
Scott Bird,12,4,1,1,5,2,0,26,1,10,90,2,98,5,80,33,34,47,88,82,Applied
Janice Anderson,10,4,2,3,2,4,3,79,60,9,78,64,47,2,65,40,77,98,84,6,Applied
Gregory Eaves,10,5,4,4,3,5,5,31,93,79,59,53,31,3,62,38,2,67,11,0,Applied
Louise Whitney,12,5,1,0,0,5,0,83,32,37,53,55,32,0,55,37,78,18,17,47,Applied
Vern Martin,11,3,3,2,1,3,1,50,16,34,35,41,57,1,18,43,12,69,7,11,Applied
Barbara Saunders,10,0,4,1,2,3,2,83,12,54,41,15,49,2,98,16,45,16,15,46,Applied
Stanford Balde,10,0,5,4,5,4,0,12,20,77,9,84,15,5,34,81,0,77,83,83,Applied
Mary Clark,10,5,0,0,5,5,1,3,3,35,95,83,49,5,9,76,84,37,24,92,Applied
Maria Prado,9,0,3,5,2,0,0,34,70,36,60,85,56,2,46,27,92,18,91,7,Applied
Jason Mckellar,12,2,4,4,5,3,2,83,65,37,89,67,13,5,72,62,83,45,6,5,Applied
Dolores Johnson,11,3,5,1,1,2,2,4,42,5,72,65,99,1,0,11,83,97,29,89,Applied
Howard Tate,11,1,5,1,4,5,3,97,92,86,52,49,23,4,55,30,77,82,13,70,Applied
Sylvia Womack,10,5,4,1,2,1,0,12,32,43,88,51,68,2,80,84,16,46,26,80,Applied
Gary Kearney,9,0,4,4,4,1,4,71,37,76,46,37,95,4,71,51,68,55,12,11,Applied
Fernando Massey,10,1,2,4,3,0,0,74,92,77,99,62,91,3,51,77,76,45,56,97,Applied
Betty Ayala,10,0,3,1,2,1,4,23,40,97,56,54,61,2,90,17,29,55,74,85,Applied
Ashley Mayer,12,1,0,0,4,2,4,81,76,39,80,70,84,4,52,73,16,91,51,67,Applied
Deidra Johnson,11,4,0,5,0,4,3,91,91,40,32,24,33,0,18,86,82,60,13,57,Applied
Bobby Cardinale,9,2,5,1,3,3,3,58,17,93,90,97,58,3,67,82,41,64,83,48,Applied
Nicholas Garza,12,3,4,1,1,4,2,13,35,17,84,22,51,1,56,3,34,7,34,18,Applied
Ileen Hackman,12,0,3,5,4,3,5,36,55,92,85,63,57,4,9,79,17,95,83,48,Applied
Bobby Madeiros,8,3,3,4,0,5,2,96,91,42,7,45,54,0,26,87,13,4,84,1,Applied
Jennifer Devenny,11,1,3,0,5,2,3,81,85,84,20,43,95,5,34,72,28,26,72,59,Applied
Gregory Mckeon,8,5,3,5,0,5,0,79,64,31,98,3,76,0,0,49,97,63,51,17,Applied
Jo Walsh,11,1,5,1,2,3,0,21,81,37,74,7,88,2,60,46,62,8,8,97,Applied
Patrick Ceraos,12,4,0,5,0,2,5,57,67,74,33,55,53,0,88,15,85,3,18,87,Applied
Bradley Borner,8,4,4,3,1,3,3,9,80,87,50,61,34,1,74,43,89,96,89,79,Applied
Pamela Shrader,9,0,4,2,2,5,2,88,51,93,98,96,91,2,90,18,27,91,42,16,Applied
Robert Callihan,12,2,0,4,1,1,1,75,67,61,87,59,78,1,53,11,51,74,56,7,Applied
William White,8,4,5,4,4,0,4,83,29,12,75,65,88,4,42,3,73,82,77,12,Applied
John Hughes,11,5,0,0,1,2,2,77,18,49,83,90,10,1,17,1,47,50,50,62,Applied
Aline Clark,12,1,1,3,4,3,1,81,89,91,41,10,36,4,44,33,44,74,48,84,Applied
Loise Arko,9,3,2,5,2,2,0,20,76,57,18,23,59,2,92,68,28,63,54,14,Applied
Jackie Ellis,8,2,2,0,3,4,5,68,14,31,26,75,62,3,59,99,32,77,26,55,Applied
Ronald Kaufman,8,1,0,5,2,1,1,3,1,76,26,7,88,2,46,13,13,75,68,11,Applied
Jody Harb,10,4,1,0,2,4,2,46,57,7,77,18,67,2,5,52,37,50,10,8,Applied
Stacey Miller,12,0,2,5,5,1,1,92,99,99,36,83,63,5,90,0,52,14,44,39,Applied
Matthew Davis,10,4,0,3,0,3,0,49,26,24,39,82,60,0,73,37,71,20,93,94,Applied
Lois Cain,10,2,0,3,5,4,2,93,83,68,59,67,64,5,7,19,47,75,77,52,Applied
Robert Shipman,10,4,5,3,2,2,0,47,68,81,65,72,34,2,40,36,84,74,73,73,Applied
Ray Alvarado,12,2,5,4,0,2,2,14,96,56,5,8,97,0,69,11,72,91,19,63,Applied
Samantha Mcgee,10,0,2,3,1,4,2,79,82,93,43,47,3,1,74,38,68,96,26,79,Applied
Jimmy Forte,9,4,5,2,2,4,2,48,53,89,31,87,25,2,43,85,75,58,57,14,Applied
Colleen Wilson,10,5,5,0,5,5,1,53,47,40,63,48,44,5,26,1,30,69,86,40,Applied
Mitzi Husted,8,3,0,1,4,0,0,1,17,87,66,62,60,4,49,21,90,21,65,86,Applied
Lisa Colon,9,5,1,2,4,4,1,34,82,80,74,44,19,4,39,6,46,8,79,96,Applied
Chad Juarez,11,1,2,3,4,2,1,30,23,22,9,18,41,4,96,41,54,13,38,40,Applied
Louise Connelly,9,0,5,4,5,1,4,91,45,0,14,31,40,5,11,8,93,43,33,56,Applied
Joan Godwin,11,0,3,5,5,3,3,65,42,5,54,95,36,5,20,42,57,86,34,38,Applied
Ann Moree,9,0,4,1,2,3,1,56,98,83,64,76,70,2,50,81,77,41,78,79,Applied
Paul Olney,8,4,3,1,4,1,5,40,7,43,89,27,29,4,70,99,34,17,4,26,Applied
Della Jackson,12,1,3,1,3,1,3,57,13,18,52,25,98,3,73,15,32,89,36,73,Applied
Edwin Negron,12,1,1,5,5,0,4,61,48,78,26,97,47,5,84,29,1,85,85,57,Applied
Gilberto Gibbons,12,3,2,2,5,4,2,5,71,82,38,79,66,5,81,94,83,8,72,11,Applied
Antoinette Vickers,8,2,0,1,4,3,1,32,72,31,58,68,99,4,80,33,77,70,97,66,Applied
Marva Whatoname,9,0,2,0,0,1,0,81,26,61,13,51,44,0,96,1,94,13,60,1,Applied
Odell Cantrell,11,1,0,5,3,1,4,25,46,39,47,11,20,3,87,10,25,55,94,7,Applied
Richard Miles,11,3,5,0,5,4,4,64,32,43,8,15,7,5,7,12,2,79,2,53,Applied
Johnny Stella,11,2,1,3,2,4,2,66,84,0,64,93,21,2,82,80,76,6,33,64,Applied
Christopher Estes,11,2,3,0,2,4,0,30,91,72,29,14,94,2,28,55,17,35,13,89,Applied
Jennifer Jones,9,5,3,5,1,0,1,19,45,10,35,88,31,1,18,24,98,15,27,68,Applied
Kirk Montpas,11,5,1,0,5,2,4,88,10,87,62,29,92,5,51,65,87,43,93,1,Applied
Fernando Minelli,8,1,2,2,1,2,2,43,44,27,10,49,76,1,79,34,97,26,51,91,Applied
Elia Costello,11,2,4,2,4,5,5,93,56,35,82,47,90,4,58,84,26,85,77,62,Applied
Stefanie Caldwell,8,3,1,0,5,0,2,87,99,1,65,80,43,5,8,55,35,22,67,46,Applied
Gertrude Owens,9,1,5,3,2,0,0,41,35,56,24,28,49,2,60,31,39,15,95,67,Applied
Joel Hubbard,10,5,2,4,1,4,5,19,69,29,36,10,72,1,15,99,6,72,41,35,Applied
Joetta Hastings,8,4,2,1,3,5,4,76,68,86,72,85,70,3,98,8,71,46,1,93,Applied
David Bishop,10,2,0,1,4,5,1,97,73,15,28,2,42,4,77,14,43,64,1,50,Applied
Kari Charlton,11,4,5,2,1,1,5,64,52,19,39,23,28,1,5,40,51,22,55,96,Applied
Charlene Oconnor,11,1,4,1,4,3,5,20,6,14,32,61,25,4,72,40,49,38,2,18,Applied
Michael Blaida,9,5,1,2,4,3,1,46,87,34,35,47,75,4,0,78,81,64,55,25,Applied
James Hilker,9,3,4,0,1,5,2,44,71,78,26,90,87,1,20,22,40,30,62,14,Applied
Ellen Walker,10,4,0,4,2,2,1,4,32,62,20,15,97,2,14,10,90,23,90,49,Applied
Steve Johnson,8,1,5,3,1,5,0,63,18,59,58,2,76,1,48,3,47,89,26,54,Applied
Katherine Perkins,12,5,3,3,5,3,4,33,70,46,94,15,94,5,15,71,70,9,67,65,Applied
Jose Sims,8,0,4,4,3,0,0,5,58,34,96,44,35,3,59,55,48,3,31,71,Applied
Carlos Danner,8,3,5,5,1,1,1,31,15,98,13,37,86,1,97,28,21,0,27,90,Applied
Cheri Schlick,12,3,4,5,5,5,5,96,93,33,98,11,29,5,5,83,93,13,66,83,Applied
Anthony Olson,9,4,2,5,3,1,4,80,78,25,52,23,31,3,70,75,93,45,22,49,Applied
David Fernandez,8,4,1,3,1,0,4,13,72,46,27,92,19,1,51,8,17,63,69,94,Applied
Natasha Jules,11,3,0,3,0,0,5,18,65,32,73,64,68,0,34,10,36,41,2,10,Applied
Joseph Barbieri,8,2,3,1,2,2,1,40,45,0,21,79,26,2,32,93,35,48,86,50,Applied
Kenneth Stokes,11,4,1,3,1,2,4,31,54,71,54,14,26,1,88,5,60,3,43,75,Applied
Viviana Wayment,9,5,2,0,5,5,1,61,82,22,10,2,92,5,90,40,91,39,44,8,Applied
Raymond Hines,10,0,0,1,0,0,2,18,90,79,82,9,72,0,10,47,64,6,26,21,Applied
Sally Klatt,8,0,2,5,5,1,1,64,19,77,44,39,87,5,30,85,21,30,96,81,Applied
Robert England,8,1,2,4,5,1,0,42,29,5,99,98,75,5,70,23,79,29,18,0,Applied
Joshua Santiago,12,2,2,1,3,3,5,63,38,98,2,87,93,3,6,53,61,84,13,14,Applied
Mary Watson,10,5,1,1,5,3,0,1,65,83,52,14,45,5,32,37,41,48,8,58,Applied
Joie Adams,12,1,2,3,5,0,3,80,43,68,21,97,39,5,71,62,93,91,42,5,Applied
Timothy Toney,9,5,3,3,5,4,4,91,93,25,54,56,36,5,84,87,98,54,89,43,Applied
Jessica Jones,8,3,1,2,5,3,3,59,89,13,47,16,98,5,0,96,38,62,0,57,Applied
Noella Montgomery,8,0,4,4,1,0,2,43,68,15,38,84,33,1,97,72,63,94,29,51,Applied
Jason Wilhite,8,2,4,0,4,2,0,6,59,11,43,93,62,4,0,23,68,62,64,37,Applied
Rocco Melnick,8,3,4,1,1,0,5,41,69,93,35,76,7,1,53,67,2,41,67,30,Applied
Terrence Mullenax,12,3,5,0,2,0,3,22,54,36,99,73,11,2,40,37,49,37,87,1,Applied
Timothy Martin,10,3,1,4,1,0,2,70,35,8,97,59,41,1,63,24,93,14,90,5,Applied
Robin Collins,9,0,5,4,0,2,5,45,4,4,56,18,77,0,91,84,59,90,18,99,Applied
Mary Messana,10,0,0,5,3,3,5,22,68,16,5,16,24,3,0,15,91,26,64,12,Applied
Glen Reinhard,11,1,5,4,4,1,4,78,79,11,19,44,14,4,35,79,26,54,10,57,Applied
Paul Laughlin,10,4,4,2,4,0,4,73,79,96,36,15,43,4,72,76,41,8,0,57,Applied
Cecilia James,8,3,5,3,5,1,5,89,9,47,56,42,58,5,69,24,26,23,43,8,Applied
Hilda Triplett,12,2,0,0,4,5,2,46,69,74,34,47,50,4,20,60,90,9,34,96,Applied
Kevin Hurt,10,5,1,0,2,5,2,76,81,42,96,96,70,2,8,82,87,51,31,54,Applied
James Ellington,11,4,0,3,3,2,0,65,96,85,79,10,72,3,38,51,77,58,9,12,Applied
Barry Nucklos,10,4,5,2,5,3,1,9,65,76,77,91,90,5,70,33,28,34,41,83,Applied
Charlie Steffen,10,1,0,0,5,0,4,76,22,41,27,73,45,5,86,10,27,16,4,20,Applied
Leonard Noonan,11,4,0,3,0,5,2,79,2,95,62,90,16,0,99,97,4,64,70,14,Applied
Esther Irwin,12,2,0,4,4,0,1,44,57,61,25,34,64,4,54,53,59,48,76,35,Applied
Judith Borke,12,2,1,0,1,5,4,37,4,3,2,87,69,1,26,97,95,96,49,93,Applied
Richard Harrison,10,4,5,3,1,2,0,20,71,74,37,83,15,1,42,81,51,81,2,68,Applied
James Downs,10,5,3,5,0,0,0,15,33,8,45,80,61,0,10,15,34,38,88,13,Applied
Mike Scott,8,5,5,2,4,1,1,4,94,72,76,41,4,4,7,86,88,45,52,24,Applied
Nelly Martineau,8,3,0,2,1,3,0,2,88,75,59,73,32,1,11,96,17,60,12,76,Applied
Violet Colegrove,8,4,3,3,0,1,0,27,63,98,94,60,91,0,88,85,67,11,81,78,Applied
Phillip Anderson,11,1,3,2,5,4,4,37,81,41,30,68,0,5,31,57,27,15,48,1,Applied
Alissa Goard,11,1,3,4,5,1,0,30,10,54,62,71,15,5,9,42,57,52,81,83,Applied
Derek Gonzales,10,3,1,4,0,1,4,34,64,13,70,93,89,0,34,33,4,65,2,9,Applied
Pauline Cooper,10,1,3,1,4,1,2,86,32,93,79,70,12,4,20,81,13,26,53,21,Applied
Kyle Charlton,9,0,3,4,1,1,5,0,91,40,12,13,77,1,41,71,75,25,53,45,Applied
Robert Catron,10,2,1,4,2,4,4,8,11,28,35,70,74,2,18,62,69,7,10,34,Applied
Victoria Thomas,10,3,1,0,4,0,1,62,51,51,36,23,52,4,5,74,15,7,0,70,Applied
Clyde Garcia,11,3,2,0,0,2,0,24,77,7,96,50,86,0,60,45,65,37,56,65,Applied
Mary Camacho,9,3,3,1,1,2,3,5,18,61,3,91,37,1,32,34,32,51,83,81,Applied
Jeri Narine,9,1,0,0,2,2,5,91,24,86,83,95,9,2,7,12,66,98,6,51,Applied
Jerry Capito,8,4,1,2,1,0,3,54,34,72,80,48,31,1,23,58,60,2,4,4,Applied
Frank Ezzelle,10,4,1,3,0,2,3,54,75,82,79,97,53,0,84,86,50,74,42,36,Applied
Patricia Campos,10,3,0,5,5,5,1,31,54,98,63,51,49,5,46,14,32,18,91,80,Applied
Kenton Louviere,12,3,5,0,0,4,1,41,16,33,27,41,68,0,48,2,86,73,30,93,Applied
Rosemary Cain,11,2,4,0,4,4,5,82,33,67,59,74,14,4,96,85,59,27,16,95,Applied
Lula Dube,11,3,1,4,0,1,5,63,46,34,12,88,27,0,94,92,40,24,45,12,Applied
Paul Pineda,9,5,2,5,3,2,1,10,20,75,76,62,21,3,80,65,22,37,36,59,Applied
Lida Miller,9,1,0,4,1,3,1,13,34,61,92,56,4,1,40,30,39,55,28,25,Applied
James Schwartz,11,0,1,2,0,3,1,15,48,10,66,11,36,0,34,3,65,79,73,81,Applied
Christian Ross,10,5,4,0,3,1,4,41,55,57,63,13,68,3,13,53,78,40,10,67,Applied
Jennifer Smeltzer,9,0,4,5,0,5,0,85,87,11,88,35,47,0,16,0,33,70,30,47,Applied
Sylvia Fuentes,9,1,0,3,5,0,4,80,58,15,32,58,26,5,62,28,99,6,6,49,Applied
Chuck Smith,8,3,4,3,5,2,3,37,63,45,54,48,50,5,60,51,43,54,83,40,Applied
Jonathan Green,9,4,3,5,4,2,3,51,39,63,52,43,69,4,32,60,5,72,73,35,Applied
Mary Veno,8,3,4,4,0,3,0,81,24,71,84,59,23,0,13,37,0,70,76,36,Applied
Kevin Hubbard,9,5,4,4,0,3,4,32,49,39,56,49,40,0,54,4,67,12,30,38,Applied
Warren Kang,12,0,2,0,1,1,2,4,91,51,85,93,20,1,39,30,37,64,39,87,Applied
Ronnie Sanchez,12,3,0,2,0,1,0,10,88,13,30,46,10,0,34,74,4,84,15,55,Applied
Dona Harwell,11,5,1,1,0,2,2,79,49,62,33,75,53,0,20,71,87,14,25,30,Applied
Stephen Baker,8,1,0,3,3,5,1,31,72,30,91,56,36,3,82,95,43,16,56,36,Applied
Betty Mcleod,8,3,5,0,3,4,4,12,47,45,2,78,67,3,75,48,92,82,78,63,Applied
John Hinsley,12,5,1,4,5,3,2,10,99,31,55,4,45,5,18,56,39,81,58,16,Applied
Wesley Raymond,8,3,5,2,5,4,0,58,66,17,96,27,81,5,81,62,0,26,1,65,Applied
Amy Ramsey,10,4,0,1,0,0,1,70,45,18,61,95,50,0,15,12,94,33,90,53,Applied
Willie Lynn,10,1,0,1,5,0,1,2,81,8,35,41,90,5,38,40,17,64,10,57,Applied
Carrie Depaola,9,1,3,4,3,1,5,2,20,96,67,74,12,3,96,17,95,66,70,0,Applied
James Brown,12,4,2,0,2,1,3,62,36,55,95,77,5,2,53,52,40,10,12,75,Applied
Jason Foreman,10,1,3,5,1,1,2,15,82,15,8,56,23,1,22,94,69,42,50,0,Applied
James Stewart,8,1,5,2,1,5,5,57,43,88,35,92,72,1,41,95,16,91,10,0,Applied
Ada Duncan,10,4,5,5,0,1,4,4,53,62,21,69,96,0,29,60,8,45,51,32,Applied
Edna Fraire,10,2,2,3,1,0,0,88,85,93,97,52,2,1,21,75,27,64,96,4,Applied
Chad Karle,12,0,1,2,2,0,2,33,72,71,30,5,2,2,61,16,4,47,87,93,Applied
Angela Goodman,11,5,2,2,2,1,3,35,53,93,53,80,75,2,45,57,51,24,90,0,Applied
Yong Goodsite,11,2,2,4,3,0,2,34,31,92,72,25,50,3,34,30,36,1,38,46,Applied
Doris Stevens,8,1,4,2,3,1,4,30,31,95,97,26,49,3,0,39,36,69,40,44,Applied
Lenora White,8,4,1,4,4,0,3,84,71,42,33,69,97,4,82,63,3,24,15,60,Applied
Pauline Ramsey,12,3,1,2,3,4,1,76,29,96,29,69,30,3,11,15,49,49,39,24,Applied
Vickie Artis,12,0,5,4,4,4,3,58,1,16,45,68,5,4,3,1,23,85,31,63,Applied
Lucila Everhart,10,5,3,5,2,1,3,79,27,16,84,39,23,2,12,48,82,41,6,77,Applied
Travis Naiman,10,4,0,3,2,1,1,31,97,26,66,38,55,2,96,61,82,90,3,47,Applied
Brunilda Brugman,12,5,4,0,1,5,3,64,10,95,62,25,97,1,69,53,97,24,29,22,Applied
Albert Macleod,9,4,1,2,0,0,5,90,86,16,52,83,42,0,39,52,68,16,45,28,Applied
Yvonne Young,10,1,0,5,4,3,5,87,55,69,94,67,56,4,3,18,87,52,12,4,Applied
Susan Starling,8,2,1,5,5,4,5,30,77,67,94,83,55,5,64,40,24,27,29,15,Applied
Daniel Slater,10,1,0,4,3,2,0,31,5,14,36,44,16,3,90,23,3,2,70,96,Applied
Gloria Lopez,10,4,5,0,0,5,1,92,98,84,60,97,54,0,64,26,76,20,76,50,Applied
Kimberly Hubbard,11,5,4,0,2,1,0,85,65,47,33,61,68,2,1,26,18,78,30,66,Applied
Fred Henderson,12,1,4,1,0,3,4,52,91,64,42,64,20,0,79,9,24,34,12,27,Applied
Felicia Bain,8,5,2,3,4,1,2,22,28,45,64,6,8,4,26,29,19,34,14,76,Applied
Mabel Lee,12,3,4,0,5,0,0,13,12,73,44,47,51,5,74,19,23,63,54,94,Applied
John Martin,9,3,5,1,2,2,0,86,77,95,98,79,2,2,36,47,36,53,69,96,Applied
Arnold Aguilar,8,2,2,1,5,3,5,75,38,88,9,42,25,5,16,8,38,16,53,5,Applied
James Myers,12,0,5,4,0,2,5,36,44,70,28,31,68,0,65,86,59,69,94,32,Applied
Joseph Smith,9,1,1,5,5,2,2,98,65,83,67,48,3,5,12,46,13,94,73,54,Applied
Linda Dotson,8,3,3,4,1,3,0,85,99,7,49,74,73,1,93,12,95,74,5,8,Applied
Andrea Goodemote,12,1,2,4,5,3,3,2,86,71,3,14,41,5,90,98,21,95,45,40,Applied
Maria Aadland,8,4,2,0,2,0,1,5,66,66,10,56,36,2,37,25,84,14,50,30,Applied
Donna Saenz,8,3,5,5,3,1,1,61,31,85,61,89,28,3,47,32,76,84,5,88,Applied
Eldon Woodcock,11,3,5,5,2,1,4,45,46,51,53,77,48,2,5,90,14,36,82,92,Applied
Richard Palmer,10,4,1,0,2,1,0,9,51,75,3,95,94,2,47,62,96,48,32,60,Applied
Elizabeth Proctor,12,4,1,4,0,1,1,39,21,31,5,26,73,0,91,71,35,16,73,55,Applied
Angie Barton,11,0,0,0,4,3,2,86,46,89,69,18,16,4,79,59,95,36,60,88,Applied
Brenda Sena,9,3,3,3,5,0,2,94,62,22,8,25,74,5,35,7,79,14,48,48,Applied
Anthony Emfinger,8,3,0,2,5,1,0,60,11,63,97,32,90,5,97,53,2,82,62,17,Applied
Thomas Straka,9,5,1,3,5,1,1,62,5,35,12,67,70,5,80,77,95,68,84,75,Applied
Christopher Kirschner,9,1,4,3,0,2,3,29,39,64,70,81,58,0,84,6,3,17,35,1,Applied
Alexis Wetmore,8,2,0,3,3,1,5,90,1,45,53,15,50,3,5,77,55,22,29,2,Applied
Nellie Byers,9,3,3,0,5,5,4,22,36,17,93,78,31,5,43,5,77,14,96,91,Applied
Ted Rosado,11,5,5,4,0,3,2,59,39,98,3,10,22,0,70,18,20,14,37,7,Applied
Keenan Satterwhite,11,4,2,3,0,5,4,92,65,16,37,10,5,0,2,15,53,11,51,46,Applied
Mary Mcalister,11,5,1,1,4,5,1,95,55,10,44,39,98,4,54,94,12,84,54,8,Applied
Martha Warren,9,1,4,2,1,1,1,22,39,96,76,83,51,1,93,80,51,31,96,81,Applied
Sarah Garrison,9,3,2,1,3,1,0,54,82,24,36,14,97,3,54,80,21,93,41,62,Applied
Rebecca Lupien,9,4,2,4,0,2,0,57,60,81,43,54,0,0,84,68,28,99,18,18,Applied
Larry Avila,8,2,3,2,2,3,0,10,27,10,53,29,75,2,23,39,99,91,44,98,Applied
Lillian Jones,12,0,1,1,0,4,3,91,43,86,67,20,42,0,74,62,95,55,93,3,Applied
Jane Frandsen,9,0,1,5,3,4,5,44,40,19,27,22,31,3,16,43,12,85,68,72,Applied
Claire Dayton,11,3,3,3,0,5,2,66,14,86,42,54,58,0,47,48,75,91,52,91,Applied
Ann Alvarado,10,2,1,2,5,3,0,20,58,11,97,52,37,5,0,56,92,13,98,49,Applied
Mark Ruffin,11,3,0,5,3,5,0,79,21,78,44,64,23,3,44,78,86,50,67,17,Applied
Albert Granado,8,0,4,3,4,1,2,77,11,44,88,93,12,4,1,82,94,3,95,6,Applied
Latasha Swift,11,5,4,5,3,0,2,12,28,19,85,97,36,3,89,84,92,90,77,89,Applied
Randall Cokley,12,4,2,2,2,4,3,96,24,48,70,47,88,2,61,39,2,55,45,60,Applied
Michael Reay,11,0,4,3,4,5,0,38,49,84,2,47,30,4,88,52,7,32,61,29,Applied
Hugh Sachez,9,2,4,0,5,5,3,57,92,28,4,82,88,5,3,16,44,21,33,12,Applied
Ryan Tanner,10,2,2,2,1,2,0,93,68,6,8,50,20,1,88,55,75,6,8,79,Applied
Jorge Bekis,10,1,4,3,4,2,0,24,79,51,47,90,46,4,0,96,17,36,62,20,Applied
Thomas Wilkins,9,1,4,0,2,3,5,92,21,10,74,80,95,2,88,77,28,96,35,16,Applied
Lee Sanders,8,2,5,3,3,3,2,42,99,80,60,46,58,3,78,17,93,26,27,71,Applied
Maggie Baker,12,2,3,0,5,3,5,82,62,54,10,2,42,5,33,88,90,7,64,30,Applied
William Edwards,10,4,3,1,5,2,1,52,20,0,39,26,53,5,70,42,67,79,98,80,Applied
Tanisha Wallace,12,1,0,5,4,2,4,35,89,83,19,4,57,4,82,52,49,77,32,37,Applied
Genevieve Alderson,11,4,0,2,4,0,2,77,87,22,96,75,25,4,99,80,82,58,58,76,Applied
Alvaro Cooke,10,5,2,1,1,2,2,63,41,28,89,53,26,1,8,90,11,81,45,85,Applied
James Plante,10,4,1,2,5,0,1,21,15,29,34,54,41,5,56,38,25,87,84,61,Applied
Robert Longerbeam,12,5,3,5,3,0,2,14,16,44,67,65,75,3,87,51,96,53,85,70,Applied
Lena Feucht,12,0,2,2,2,3,0,30,31,74,63,42,10,2,56,56,2,69,27,65,Applied
Kathy Thomas,8,2,1,4,3,2,5,86,94,78,3,59,99,3,21,8,30,77,18,33,Applied
